date,log_ret
1994-05-26,-2.104013
1994-05-27,-1.262346
1994-05-30,-6.134618
1994-05-31,2.164798
1994-06-01,-3.241098
1994-06-02,-0.3354333
1994-06-03,0.4066581
1994-06-06,-2.167697
1994-06-07,-2.187716
1994-06-08,0.7646675
1994-06-09,-2.344309
1994-06-10,-1.534714
1994-06-13,-4.547409
1994-06-14,-1.149708
1994-06-15,0.9657848
1994-06-16,3.064395
1994-06-17,4.718705
1994-06-20,-6.22886
1994-06-21,-1.055936
1994-06-22,1.608555
1994-06-23,-1.174902
1994-06-24,-1.812889
1994-06-27,-4.808145
1994-06-28,-0.5820265
1994-06-29,-0.714813
1994-06-30,0.8381187
1994-07-01,-2.869935
1994-07-04,-3.080646
1994-07-05,2.204833
1994-07-06,-2.907086
1994-07-07,-1.131827
1994-07-08,2.114392
1994-07-11,-2.921273
1994-07-12,-0.2649606
1994-07-13,1.768747
1994-07-14,-1.469324
1994-07-15,-4.797971
1994-07-18,-4.605591
1994-07-19,0.1621692
1994-07-20,-2.331848
1994-07-21,-2.818332
1994-07-22,-3.347731
1994-07-25,4.393498
1994-07-26,4.238563
1994-07-27,-6.160688
1994-07-28,-8.837955
1994-07-29,-1.796959
1994-08-01,31.59246
1994-08-02,-3.194185
1994-08-03,18.98612
1994-08-04,6.523914
1994-08-05,16.77717
1994-08-08,1.047871
1994-08-09,-12.24919
1994-08-10,15.595
1994-08-11,-5.841689
1994-08-12,-0.130947
1994-08-15,-3.847113
1994-08-16,2.866219
1994-08-17,3.060874
1994-08-18,3.657792
1994-08-19,-4.39028
1994-08-22,-4.153608
1994-08-23,3.466771
1994-08-24,-1.976669
1994-08-25,-0.2975553
1994-08-26,-2.274143
1994-08-29,-1.328257
1994-08-30,4.807153
1994-08-31,4.727543
1994-09-01,1.894307
1994-09-02,4.826898
1994-09-05,15.02079
1994-09-06,7.713979
1994-09-07,-8.394486
1994-09-08,6.374725
1994-09-09,-3.466595
1994-09-12,5.78472
1994-09-13,0.3177187
1994-09-14,-4.658674
1994-09-15,-1.623121
1994-09-16,2.133464
1994-09-19,-4.031282
1994-09-20,-1.717822
1994-09-21,5.452646
1994-09-22,-4.209323
1994-09-23,-4.395511
1994-09-26,1.110141
1994-09-27,-0.09488538
1994-09-28,4.231771
1994-09-29,-9.75278
1994-09-30,-8.059405
1994-10-05,-13.40103
1994-10-06,-6.720151
1994-10-07,11.73205
1994-10-10,-6.182367
1994-10-11,0.9857736
1994-10-12,0.9196766
1994-10-13,-10.6679
1994-10-14,3.97743
1994-10-17,-7.345525
1994-10-18,0.890716
1994-10-19,4.48479
1994-10-20,8.3987
1994-10-21,-3.041748
1994-10-24,9.172765
1994-10-25,-5.11342
1994-10-26,-5.47014
1994-10-27,2.480312
1994-10-28,-3.234285
1994-10-31,-4.306974
1994-11-01,2.271583
1994-11-02,-0.8317374
1994-11-03,5.595016
1994-11-04,-5.928711
1994-11-07,0.405541
1994-11-08,3.630226
1994-11-09,1.476729
1994-11-10,-1.948752
1994-11-11,2.716254
1994-11-14,0.4306778
1994-11-15,-3.102114
1994-11-16,0.09517855
1994-11-17,-1.529964
1994-11-18,0.1615941
1994-11-21,-0.3437845
1994-11-22,-0.6752214
1994-11-23,-1.344846
1994-11-24,-0.3911997
1994-11-25,1.064038
1994-11-28,-0.526074
1994-11-29,1.070536
1994-11-30,-0.7112935
1994-12-01,-0.1196453
1994-12-02,-0.4966349
1994-12-05,-2.312712
1994-12-06,-1.677428
1994-12-07,-0.1637966
1994-12-08,-1.524248
1994-12-09,-0.8835049
1994-12-12,-3.175099
1994-12-13,2.681804
1994-12-14,-1.855637
1994-12-15,8.150056
1994-12-16,0.7969761
1994-12-19,-3.909299
1994-12-20,1.839244
1994-12-21,-0.3402678
1994-12-22,-0.8944567
1994-12-23,0.02772799
1994-12-26,-0.8903584
1994-12-27,-1.360855
1994-12-28,-0.8208107
1994-12-29,-0.6485089
1994-12-30,0.9278531
1995-01-03,-1.213197
1995-01-04,2.416348
1995-01-05,-1.144336
1995-01-06,-0.5974943
1995-01-09,-2.389096
1995-01-10,-2.825429
